Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens East,QE12,3,2018,September,13.73992952,30.20690504,76.92064647,48.7592536
Queens East,QE13,3,2018,September,17.17291208,30.43377135,91.88608793,49.7737165
Queens East,QE14,3,2018,September,11.85996248,30.02112705,50.23711862,36.91871045
Queens West,QW01,3,2018,September,19.53732118,47.90597923,85.74796206,60.8174524
Queens West,QW02,3,2018,September,19.78378127,50.12797475,83.70613231,61.58465455
Queens West,QW03,3,2018,September,14.05761635,29.82304427,70.66987946,43.75975627
Queens West,QW04,3,2018,September,15.0110894,34.36249182,70.60375722,46.72780913
Queens West,QW05,3,2018,September,24.35272848,44.07299353,101.784185,63.76372968
Queens West,QW06,3,2018,September,20.78135118,29.18551847,77.67859736,40.31339351
Queens West,QW09,3,2018,September,18.03937879,37.53187858,87.51640233,54.58631888
Staten Island,SI01,3,2018,September,19.79640342,37.76872348,81.36519787,51.48917326
Staten Island,SI02,3,2018,September,19.34275319,41.79550061,81.23517273,54.20774376
Staten Island,SI03,3,2018,September,20.31222095,44.17581739,87.49136332,57.80785486
Brooklyn North,BKN01,10,2017,April,13.80111876,42.30903722,42.2502943,42.28515296
Brooklyn North,BKN02,10,2017,April,17.38460571,33.50149798,54.16594316,39.60842006
Brooklyn North,BKN03,10,2017,April,11.31763937,31.65712877,41.11009863,35.50060857
Brooklyn North,BKN04,10,2017,April,14.33730646,31.4839593,64.65890745,44.97255018
Brooklyn North,BKN05,10,2017,April,10.03874425,23.37161877,43.33625626,31.48903394
Brooklyn North,BKN08,10,2017,April,16.19796319,43.7356299,58.56329512,49.76440526
Brooklyn North,BKN09,10,2017,April,13.06322223,33.59684887,45.51009439,38.12189759
Brooklyn North,BKN16,10,2017,April,8.72179662,22.14636129,34.96453473,27.35809807
Brooklyn North,BKN17,10,2017,April,13.60525876,29.53862832,60.99654361,41.4873957
Brooklyn South,BKS06,10,2017,April,30.14549138,49.0549766,84.96050174,59.6660645
Brooklyn South,BKS07,10,2017,April,21.04389611,50.20796596,71.45375411,58.27782622
Brooklyn South,BKS10,10,2017,April,24.57873422,57.07377452,80.2666141,65.88318997
Brooklyn South,BKS11,10,2017,April,18.73453672,47.25566259,65.85869741,54.32171683
Brooklyn South,BKS12,10,2017,April,15.14507484,48.78505855,45.64001871,47.50631787
Brooklyn South,BKS13,10,2017,April,14.0751263,45.09402571,50.08418132,47.27334536
Brooklyn South,BKS14,10,2017,April,14.34851184,37.49881025,54.03533451,43.16802835
Brooklyn South,BKS15,10,2017,April,18.15781446,50.60059289,63.15663791,55.36979834
Brooklyn South,BKS18,10,2017,April,15.57354462,41.83568478,73.73237936,53.17704848
Bronx,BX01,10,2017,April,6.797211485,19.29502511,27.38799344,22.82941688
Bronx,BX02,10,2017,April,12.97285967,32.75599042,57.52046067,43.57122362
Bronx,BX03,10,2017,April,8.70465153,24.23627137,35.68414453,29.23582987
Bronx,BX04,10,2017,April,11.08364531,28.64824785,48.2894413,37.22602421
Bronx,BX05,10,2017,April,11.53313243,27.76983433,52.87920018,38.73569164
Bronx,BX06,10,2017,April,14.37849064,36.59512922,51.2293333,42.98623423
Bronx,BX07,10,2017,April,13.76118119,33.55588426,62.55139926,46.21891535
Bronx,BX08,10,2017,April,19.84157822,45.77030981,80.27930912,57.60103316
Bronx,BX09,10,2017,April,9.420601909,21.04197811,41.96749219,29.55007576
Bronx,BX10,10,2017,April,18.53045767,42.68197733,68.34341681,52.42904951
Bronx,BX11,10,2017,April,14.05799712,34.63999684,56.30202798,42.86796009
Bronx,BX12,10,2017,April,16.26162565,35.17245859,73.12374978,49.58762711
Manhattan,MN01,10,2017,April,26.65743523,44.17750344,76.14895703,51.87761747
Manhattan,MN02,10,2017,April,25.10917273,38.48501754,82.69975009,49.13384466
Manhattan,MN03,10,2017,April,13.84281325,42.74070989,44.73558611,43.61191979
Manhattan,MN04,10,2017,April,21.77216855,31.52120093,80.27555052,43.26336491
Manhattan,MN05,10,2017,April,18.82071683,29.4114067,62.5746286,37.39855027
Manhattan,MN06,10,2017,April,22.04553031,33.09035042,75.19838551,43.23179334
Manhattan,MN07,10,2017,April,26.08939883,40.19773338,83.20492841,50.55573304
Manhattan,MN08,10,2017,April,25.66878898,41.14682973,81.27858853,50.81229951
Manhattan,MN09,10,2017,April,17.85534025,56.64370886,49.91996728,53.70729098
Manhattan,MN10,10,2017,April,14.41615858,39.49679094,57.9586417,47.5595203
Manhattan,MN11,10,2017,April,11.80683126,42.6181957,32.80433763,38.33225045
Manhattan,MN12,10,2017,April,15.69205429,45.31292562,59.42111487,51.47430744
Queens East,QE07,10,2017,April,18.0785798,49.01232096,65.11375321,55.12818295
Queens East,QE08,10,2017,April,15.82922021,29.29369148,54.96639011,36.88069267
Queens East,QE10,10,2017,April,21.07126736,44.99929597,94.46488371,62.5875517
Queens East,QE11,10,2017,April,27.9925752,65.08291673,93.70875179,75.26127567
Queens East,QE12,10,2017,April,14.13188772,37.04372914,68.35628344,51.41900112
Queens East,QE13,10,2017,April,17.46364122,40.44025085,94.41251893,59.63092657
Queens East,QE14,10,2017,April,11.84485719,31.34886333,43.90812172,36.11928933
Queens West,QW01,10,2017,April,19.61755956,49.91304727,75.99828849,59.82109351
Queens West,QW02,10,2017,April,19.80075395,51.32881167,75.15743756,60.37972001
Queens West,QW03,10,2017,April,14.59114433,32.326049,64.36028002,44.49372035
Queens West,QW04,10,2017,April,14.75918496,35.30655158,60.84297247,45.00613752
Queens West,QW05,10,2017,April,25.29472929,47.44404407,91.36176234,64.12546096
Queens West,QW06,10,2017,April,20.7436764,29.52246921,78.09005938,41.21965342
Queens West,QW09,10,2017,April,18.70888507,40.83916202,79.56550025,55.5487193
Staten Island,SI01,10,2017,April,19.85532918,48.03427661,87.56219552,62.08904029
Staten Island,SI02,10,2017,April,19.78950389,54.14692063,87.84529264,66.12889864
Staten Island,SI03,10,2017,April,20.18369008,55.13512574,91.13064778,67.93389102
Brooklyn North,BKN01,2,2017,August,15.62150043,48.09059172,45.76443671,47.02953969
Brooklyn North,BKN02,2,2017,August,17.19031376,31.29650943,52.13142554,37.43931239
Brooklyn North,BKN03,2,2017,August,11.26997211,30.99476759,38.5074508,34.42160187
Brooklyn North,BKN04,2,2017,August,13.57554114,31.79008931,52.99708485,41.46344531
Brooklyn North,BKN05,2,2017,August,9.748786428,23.39286297,37.38554152,29.77548142
Brooklyn North,BKN08,2,2017,August,14.88405899,42.85107309,48.57069273,45.4600196
Brooklyn North,BKN09,2,2017,August,11.71092681,30.38988259,39.78032069,34.12602129
Brooklyn North,BKN16,2,2017,August,8.056405066,21.59620754,28.19566285,24.60648217
Brooklyn North,BKN17,2,2017,August,13.2213193,27.68831658,54.93123208,38.5273541
Brooklyn South,BKS06,2,2017,August,28.35293822,44.35757624,81.2176917,55.22512307
Brooklyn South,BKS07,2,2017,August,21.9077508,56.68985102,61.42607431,58.57423457
Brooklyn South,BKS10,2,2017,August,23.96744528,55.75518871,70.0657905,61.44889465
Brooklyn South,BKS11,2,2017,August,17.1151339,45.1703278,56.99271328,49.87405636
Brooklyn South,BKS12,2,2017,August,14.56913207,50.08843427,37.832789,44.49814594
Brooklyn South,BKS13,2,2017,August,13.38772357,36.27035517,51.5533137,42.82556775
Brooklyn South,BKS14,2,2017,August,13.70622363,30.89650867,51.998769,37.75054005
Brooklyn South,BKS15,2,2017,August,17.20129907,46.62057503,55.42898529,50.12514448
Brooklyn South,BKS18,2,2017,August,15.1031618,35.3803174,59.50023415,43.93205122
Bronx,BX01,2,2017,August,6.509028423,17.19231665,25.65353115,20.82152624
Bronx,BX02,2,2017,August,12.89124711,32.33239805,53.09371548,41.23740481
Bronx,BX03,2,2017,August,8.848580238,22.19693481,36.43844198,28.30544494
Bronx,BX04,2,2017,August,10.89883035,26.55325982,45.92891818,34.86392553
Bronx,BX05,2,2017,August,11.7617205,25.30636594,54.02441428,37.62419768
Bronx,BX06,2,2017,August,11.85171123,32.72693701,44.81565465,37.91206617
Bronx,BX07,2,2017,August,13.58273223,30.4841542,60.71153838,43.44937481
Bronx,BX08,2,2017,August,20.08729995,41.38323848,79.43194753,53.74149025
Bronx,BX09,2,2017,August,9.643571373,23.24427703,36.85819052,29.45412564
Bronx,BX10,2,2017,August,18.34887386,42.15162944,62.68708699,50.3219956
Bronx,BX11,2,2017,August,13.90900093,33.82975417,50.67341956,40.53128071
Bronx,BX12,2,2017,August,16.22885425,33.59231161,68.02372148,47.29140867
Manhattan,MN01,2,2017,August,25.99621885,44.07002675,63.53126468,49.31183959
Manhattan,MN02,2,2017,August,23.77225463,37.68340326,69.34355664,46.21094909
Manhattan,MN03,2,2017,August,13.20541184,40.12603605,43.68371366,41.65200584
Manhattan,MN04,2,2017,August,21.58187915,31.85865104,69.33613088,41.95307236
Manhattan,MN05,2,2017,August,17.60929795,29.04868124,48.28814933,34.23076119
Manhattan,MN06,2,2017,August,20.9636597,32.32131405,63.61930925,40.75131391
Manhattan,MN07,2,2017,August,25.85236708,41.47109283,71.80853832,49.64237216
Manhattan,MN08,2,2017,August,25.44368709,41.87804235,69.269813,49.255915
Manhattan,MN09,2,2017,August,17.16353363,57.22708985,48.19405991,53.35261546
Manhattan,MN10,2,2017,August,14.31412489,36.28415412,56.714472,45.04718756
Manhattan,MN11,2,2017,August,11.38177967,40.15776173,31.41739398,36.40881689
Manhattan,MN12,2,2017,August,15.05626431,40.97170262,57.73766625,48.16301021
Queens East,QE07,2,2017,August,17.25872826,47.18322899,54.99808072,50.292495
Queens East,QE08,2,2017,August,15.62042604,28.05723066,48.28221351,34.0202057
Queens East,QE10,2,2017,August,20.63718452,36.77906754,77.21059554,51.11409486
Queens East,QE11,2,2017,August,21.03002299,54.59280731,73.1494968,61.17209491
Queens East,QE12,2,2017,August,13.48230213,33.55473874,55.85106434,44.28854592
Queens East,QE13,2,2017,August,17.38774322,34.69716446,79.48701383,50.57743775
Queens East,QE14,2,2017,August,10.94680593,28.38874282,37.21232387,31.89934822
Queens West,QW01,2,2017,August,19.60832382,49.83806252,68.18902774,57.13929284
Queens West,QW02,2,2017,August,19.46445375,51.83265893,64.116665,56.72005076
Queens West,QW03,2,2017,August,13.94350389,31.74706138,54.07808683,40.63182347
Queens West,QW04,2,2017,August,14.49026269,35.13667201,52.95276921,42.22509637
Queens West,QW05,2,2017,August,22.98595626,49.03491862,81.33404939,61.88565372
Queens West,QW06,2,2017,August,20.35725456,30.83112996,63.28522611,39.57252136
Queens West,QW09,2,2017,August,17.97571126,41.02267753,69.57279529,52.38180676
Staten Island,SI01,2,2017,August,18.68062201,38.18388758,70.53626439,49.65444604
Staten Island,SI02,2,2017,August,18.18873819,43.43854265,69.68612646,52.74464236
Staten Island,SI03,2,2017,August,20.18746832,46.97662774,80.10205934,58.72127333
Brooklyn North,BKN01,6,2017,December,15.59025853,50.73521488,45.97184312,48.78374309
Brooklyn North,BKN02,6,2017,December,19.47062667,35.84615698,55.91692333,41.54651103
Brooklyn North,BKN03,6,2017,December,12.42223877,37.25034799,42.2616325,39.30338539
Brooklyn North,BKN04,6,2017,December,15.37138946,38.84150607,62.7450072,48.63436094
Brooklyn North,BKN05,6,2017,December,11.09099044,29.07814832,43.75591451,35.09137765
Brooklyn North,BKN08,6,2017,December,16.7998857,48.87288147,56.11311599,51.8390815
Brooklyn North,BKN09,6,2017,December,13.86884405,33.03515345,43.71715568,36.92371151
Brooklyn North,BKN16,6,2017,December,9.649454284,26.70284797,36.04562665,30.53042432
Brooklyn North,BKN17,6,2017,December,14.7919742,31.25751039,59.13554871,41.40592341
Brooklyn South,BKS06,6,2017,December,31.55971652,50.3991966,82.68781139,59.56957568
Brooklyn South,BKS07,6,2017,December,22.32860811,48.55267349,68.64303929,55.86614827
Brooklyn South,BKS10,6,2017,December,26.52003324,60.84412879,74.96674507,65.98516997
Brooklyn South,BKS11,6,2017,December,21.24402836,49.05508106,62.85686447,54.07932979
Brooklyn South,BKS12,6,2017,December,15.6915336,53.64630788,43.88503618,49.64728211
Brooklyn South,BKS13,6,2017,December,15.20693918,47.6003059,50.59499684,48.94802694
Brooklyn South,BKS14,6,2017,December,15.16622123,33.98898404,51.29811166,39.40269652
Brooklyn South,BKS15,6,2017,December,19.50707339,52.16102284,58.87334424,54.60450215
Brooklyn South,BKS18,6,2017,December,17.30021361,36.65021465,62.07073032,44.7741751
Bronx,BX01,6,2017,December,6.905781348,21.21750048,23.46353303,22.22829772
Bronx,BX02,6,2017,December,13.71774176,36.83748003,53.09642926,44.15460502
Bronx,BX03,6,2017,December,9.534587045,28.43770145,33.44214617,30.68988559
Bronx,BX04,6,2017,December,11.39455799,31.8812537,42.53704513,36.67675165
Bronx,BX05,6,2017,December,12.32294386,32.12748946,48.87622402,39.66503586
Bronx,BX06,6,2017,December,13.9293388,36.68140295,42.30357515,39.21158717
Bronx,BX07,6,2017,December,14.36780865,38.17505069,56.11133335,46.24703739
Bronx,BX08,6,2017,December,21.81283828,44.20907719,76.57758319,54.33285633
Bronx,BX09,6,2017,December,10.22555926,25.53635844,42.17565624,32.35319367
Bronx,BX10,6,2017,December,20.04430291,47.09126114,63.77984624,53.16638926
Bronx,BX11,6,2017,December,15.29439301,36.33198087,54.13364492,42.81230194
Bronx,BX12,6,2017,December,17.72271404,37.24869074,71.20479523,49.60969581
Manhattan,MN01,6,2017,December,30.11017496,46.98773722,84.11026182,56.54062256
Manhattan,MN02,6,2017,December,27.55870399,43.09437927,76.70140778,51.74260816
Manhattan,MN03,6,2017,December,14.37191814,45.01205317,42.21052676,43.75126327
Manhattan,MN04,6,2017,December,23.99597865,36.12807563,73.85972023,45.83770821
Manhattan,MN05,6,2017,December,21.0034064,33.90265404,58.06802148,40.12122314
Manhattan,MN06,6,2017,December,24.62695237,37.72024992,69.87597995,45.99501047
Manhattan,MN07,6,2017,December,28.250813,45.13645745,74.87846387,52.79008499
Manhattan,MN08,6,2017,December,27.51591203,45.35085388,72.65135906,52.37620031
Manhattan,MN09,6,2017,December,18.68434011,58.8626966,47.3416052,53.67778184
Manhattan,MN10,6,2017,December,15.33143683,44.729114,53.99335542,48.89836328
Manhattan,MN11,6,2017,December,12.3300201,44.08323742,31.07773247,38.23028198
Manhattan,MN12,6,2017,December,17.07104376,51.21399716,56.36940079,53.53411836
Queens East,QE07,6,2017,December,20.03612439,52.02038556,63.18720169,56.08542991
Queens East,QE08,6,2017,December,17.17129981,32.76248236,49.61661552,37.54927149
Queens East,QE10,6,2017,December,23.51124094,41.1026939,76.59767262,52.4462798
Queens East,QE11,6,2017,December,32.76639293,56.17533587,76.21454984,62.57952467
Queens East,QE12,6,2017,December,15.48748409,38.32210569,66.2753023,50.02483588
Queens East,QE13,6,2017,December,19.75944309,37.49069623,80.19680259,51.13883474
Queens East,QE14,6,2017,December,13.14388924,35.12420784,39.70727907,36.79257845
Queens West,QW01,6,2017,December,21.21388531,52.06997444,72.15700891,59.38223651
Queens West,QW02,6,2017,December,22.13233287,55.8209946,72.66628828,61.95316918
Queens West,QW03,6,2017,December,16.27851341,36.57422676,61.27786712,45.56706703
Queens West,QW04,6,2017,December,16.29655179,37.90436884,59.09277017,45.61756033
Queens West,QW05,6,2017,December,29.15957102,56.0315555,86.47358197,67.11333444
Queens West,QW06,6,2017,December,22.58070403,35.00285266,66.60134039,43.13421585
Queens West,QW09,6,2017,December,20.72842054,46.44459539,73.89020999,56.43559366
Staten Island,SI01,6,2017,December,21.94975823,43.42321816,72.97094472,52.86616436
Staten Island,SI02,6,2017,December,22.37632179,47.04404953,74.165172,55.71149472
Staten Island,SI03,6,2017,December,23.67409546,53.27561041,75.47673045,60.37070727
Brooklyn North,BKN01,8,2017,February,14.59766388,45.38394924,46.12829913,45.68889663
Brooklyn North,BKN02,8,2017,February,18.41876224,32.26389301,56.72039719,39.20985263
Brooklyn North,BKN03,8,2017,February,11.58606968,32.78507522,42.23802141,36.65778532
Brooklyn North,BKN04,8,2017,February,14.13198276,31.91756839,63.14993974,44.71293583
Brooklyn North,BKN05,8,2017,February,9.908982944,23.63129754,42.47578437,31.35156093
Brooklyn North,BKN08,8,2017,February,16.06544055,43.61810051,58.01037182,49.51436748
Brooklyn North,BKN09,8,2017,February,12.95110877,29.58815251,42.44705886,34.26916669
Brooklyn North,BKN16,8,2017,February,8.401050629,21.7561458,33.53205309,26.58053325
Brooklyn North,BKN17,8,2017,February,13.27637467,25.60021873,57.36476652,37.16343372
Brooklyn South,BKS06,8,2017,February,29.85627786,44.96337001,85.22476136,56.39811949
Brooklyn South,BKS07,8,2017,February,19.94245088,40.43342078,69.54571041,51.03113702
Brooklyn South,BKS10,8,2017,February,24.28799693,51.45952618,77.78163817,61.04153697
Brooklyn South,BKS11,8,2017,February,18.69012152,41.31852529,63.09768767,49.24677091
Brooklyn South,BKS12,8,2017,February,14.40705697,48.20493342,41.80565292,45.58325784
Brooklyn South,BKS13,8,2017,February,13.86095653,40.87082007,49.19183795,44.61558408
Brooklyn South,BKS14,8,2017,February,14.41563291,30.70106331,52.28766533,37.45262581
Brooklyn South,BKS15,8,2017,February,17.99580734,44.71100734,60.26783452,50.37414281
Brooklyn South,BKS18,8,2017,February,15.73307214,30.71925798,62.00705946,40.71830226
Bronx,BX01,8,2017,February,6.284224557,17.20400566,23.92262974,20.22763354
Bronx,BX02,8,2017,February,12.4199985,30.87282297,51.10364086,39.9774349
Bronx,BX03,8,2017,February,8.849887764,23.31243247,34.80826242,28.48597864
Bronx,BX04,8,2017,February,10.18158261,24.84194539,42.46380904,32.77243198
Bronx,BX05,8,2017,February,10.86693103,24.80864896,47.40631229,34.97842836
Bronx,BX06,8,2017,February,13.99299593,33.58687023,45.54792458,38.96978449
Bronx,BX07,8,2017,February,13.2120558,30.94221127,56.68387254,42.52690535
Bronx,BX08,8,2017,February,19.72244234,38.08608336,76.4203334,50.07574642
Bronx,BX09,8,2017,February,9.357373234,21.03853424,41.95168421,29.60629347
Bronx,BX10,8,2017,February,18.21522416,39.63246939,66.40043324,49.37678317
Bronx,BX11,8,2017,February,13.93794987,30.35790208,54.14014027,39.01532529
Bronx,BX12,8,2017,February,16.2551798,31.36502629,70.19909404,45.50175121
Manhattan,MN01,8,2017,February,26.11117166,42.75203536,66.61419885,48.89257979
Manhattan,MN02,8,2017,February,25.21780563,36.80017694,77.6179477,47.30397451
Manhattan,MN03,8,2017,February,14.21671255,42.77925538,43.52498237,43.11485994
Manhattan,MN04,8,2017,February,22.26878631,31.41339654,74.64510789,42.53838294
Manhattan,MN05,8,2017,February,19.61238423,30.24178503,58.30754854,37.4640584
Manhattan,MN06,8,2017,February,22.63276703,32.22141921,72.76232785,42.65397076
Manhattan,MN07,8,2017,February,26.4551909,39.70650638,76.9311349,49.28566652
Manhattan,MN08,8,2017,February,25.3235107,39.18889768,74.10336221,48.17357423
Manhattan,MN09,8,2017,February,17.57714562,51.50036411,47.78960399,49.83038561
Manhattan,MN10,8,2017,February,14.31191682,38.12242762,53.84602759,45.19862576
Manhattan,MN11,8,2017,February,11.42625404,38.89120916,31.36089928,35.50229283
Manhattan,MN12,8,2017,February,15.85809926,44.78931653,55.96381032,49.81824962
Queens East,QE07,8,2017,February,18.43739215,45.39094362,62.475547,51.61023385
Queens East,QE08,8,2017,February,16.4220239,29.00166159,53.32850319,35.91079538
Queens East,QE10,8,2017,February,21.02755298,34.70430332,80.46508089,49.32866231
Queens East,QE11,8,2017,February,27.89468579,50.4641201,81.36719607,60.34021271
Queens East,QE12,8,2017,February,14.24106306,32.61973715,64.57720866,45.99887484
Queens East,QE13,8,2017,February,18.90160749,33.18687653,82.41298442,48.91869561
Queens East,QE14,8,2017,February,11.55294199,28.83809266,38.45568375,32.33917425
Queens West,QW01,8,2017,February,19.97704072,45.09383102,74.83380353,55.920042
Queens West,QW02,8,2017,February,20.25364259,47.66186028,72.47430979,56.69431023
Queens West,QW03,8,2017,February,14.92300938,30.34509232,61.73717473,41.77271913
Queens West,QW04,8,2017,February,14.87355351,31.32928068,59.63747101,41.63428149
Queens West,QW05,8,2017,February,26.44844334,45.84445399,89.94344858,61.8977647
Queens West,QW06,8,2017,February,21.07384956,29.89465627,70.15801728,40.2557854
Queens West,QW09,8,2017,February,19.13554712,38.70390351,74.71813156,51.81412514
Staten Island,SI01,8,2017,February,19.32089188,35.97233433,74.50419788,48.28645649
Staten Island,SI02,8,2017,February,20.48788588,40.80747603,74.53149136,51.58509243
Staten Island,SI03,8,2017,February,21.36796664,43.39693617,77.73259038,54.37002185
Brooklyn North,BKN01,7,2017,January,16.45792978,48.77560791,49.65892871,49.13748931
Brooklyn North,BKN02,7,2017,January,20.40556798,33.8572516,57.25113852,40.50141435
Brooklyn North,BKN03,7,2017,January,12.99277782,36.4976382,44.25335405,39.6750221
Brooklyn North,BKN04,7,2017,January,16.06871408,37.61570492,67.2123861,49.74095811
Brooklyn North,BKN05,7,2017,January,11.04415598,26.62464331,45.70416165,34.44119508
Brooklyn North,BKN08,7,2017,January,18.35295993,47.80831585,61.83207679,53.55361044
Brooklyn North,BKN09,7,2017,January,13.89248116,31.18386216,43.65678613,35.72436758
Brooklyn North,BKN16,7,2017,January,9.185861957,23.16372881,36.45620865,28.60943006
Brooklyn North,BKN17,7,2017,January,14.9079111,28.62302143,62.86375688,41.08764041
Brooklyn South,BKS06,7,2017,January,33.14993154,47.75856913,85.97120293,58.6114453
Brooklyn South,BKS07,7,2017,January,22.63883188,45.99366097,72.23698821,55.54699183
Brooklyn South,BKS10,7,2017,January,26.90318001,56.50319728,78.2443934,64.41762208
Brooklyn South,BKS11,7,2017,January,21.31177092,47.46530881,65.61158096,54.07107721
Brooklyn South,BKS12,7,2017,January,15.61161974,52.23583261,43.87451804,48.81034529
Brooklyn South,BKS13,7,2017,January,15.43595142,44.06161741,52.54110712,47.87769957
Brooklyn South,BKS14,7,2017,January,15.87850875,33.51704219,55.23088177,40.30840031
Brooklyn South,BKS15,7,2017,January,19.75120106,49.21994037,62.71214998,54.13149527
Brooklyn South,BKS18,7,2017,January,17.60339911,34.47013774,64.80591406,44.16493112
Bronx,BX01,7,2017,January,7.378735065,20.61738907,26.26851336,23.16060279
Bronx,BX02,7,2017,January,14.15059157,33.30673376,55.34178113,43.22331529
Bronx,BX03,7,2017,January,9.454222182,26.41140854,33.91886347,29.79003931
Bronx,BX04,7,2017,January,12.02863552,29.98783971,47.47135262,37.85606338
Bronx,BX05,7,2017,January,12.38273647,28.28403992,52.09842552,39.00138908
Bronx,BX06,7,2017,January,14.08818962,34.14308289,42.54965584,37.92634982
Bronx,BX07,7,2017,January,15.11041973,36.51754798,60.45729572,47.29131471
Bronx,BX08,7,2017,January,22.05446939,41.45714861,80.56963921,53.69021912
Bronx,BX09,7,2017,January,10.65575813,23.61249773,43.31698837,31.68508994
Bronx,BX10,7,2017,January,20.12347476,43.14294786,67.51180021,52.0139156
Bronx,BX11,7,2017,January,15.57844993,33.25124543,57.55293369,42.0977635
Bronx,BX12,7,2017,January,18.16090765,35.27571343,75.86278081,50.05058096
Manhattan,MN01,7,2017,January,27.90393841,44.29704686,70.95814573,51.15785234
Manhattan,MN02,7,2017,January,28.93858302,41.71745558,77.11943502,50.82758626
Manhattan,MN03,7,2017,January,15.70254685,45.26913035,43.97487919,44.68666973
Manhattan,MN04,7,2017,January,24.19961756,33.59714493,74.5138439,44.12640009
Manhattan,MN05,7,2017,January,22.16124806,32.86848664,59.57482322,39.74093332
Manhattan,MN06,7,2017,January,24.23115636,34.15095629,71.02323458,43.63944476
Manhattan,MN07,7,2017,January,28.78217767,42.16044374,77.34423042,51.21442601
Manhattan,MN08,7,2017,January,28.31905854,41.09508201,73.12192748,49.33667618
Manhattan,MN09,7,2017,January,19.49302846,57.38839187,48.14492429,53.22849158
Manhattan,MN10,7,2017,January,15.82841179,40.72120179,55.41144501,47.33235139
Manhattan,MN11,7,2017,January,12.56170872,42.69401217,31.69839596,37.74558057
Manhattan,MN12,7,2017,January,17.38010255,46.95921683,58.8478409,52.3095348
Queens East,QE07,7,2017,January,20.4638566,49.33543684,66.30105953,55.51141466
Queens East,QE08,7,2017,January,17.47572546,30.76444055,54.31907456,37.45425752
Queens East,QE10,7,2017,January,23.48865025,38.27707854,82.67454468,52.4657466
Queens East,QE11,7,2017,January,30.86441674,53.76073844,83.04394879,63.1191498
Queens East,QE12,7,2017,January,15.53474765,35.80448685,68.04103916,49.30046296
Queens East,QE13,7,2017,January,20.82051574,36.07349342,87.11707019,52.38614435
Queens East,QE14,7,2017,January,13.20964584,31.23332266,39.69571152,34.3138772
Queens West,QW01,7,2017,January,22.05275879,49.26503993,77.97778332,59.71730977
Queens West,QW02,7,2017,January,22.62888663,51.03288655,75.57004999,59.9651244
Queens West,QW03,7,2017,January,16.08938426,32.75642706,63.25151715,43.85752269
Queens West,QW04,7,2017,January,16.24446116,34.70627463,61.50561468,44.46201026
Queens West,QW05,7,2017,January,28.28292932,50.31515658,89.25312792,64.48970541
Queens West,QW06,7,2017,January,23.0019898,32.40654278,73.06930323,42.87045094
Queens West,QW09,7,2017,January,21.73707897,43.49180289,79.98641881,56.77689961
Staten Island,SI01,7,2017,January,21.50962429,39.79221906,75.63875041,51.24815514
Staten Island,SI02,7,2017,January,23.01143386,44.67136023,76.63899109,54.8876663
Staten Island,SI03,7,2017,January,23.70969355,47.15739914,79.08913923,57.36223514
Brooklyn North,BKN01,1,2017,July,15.24288284,45.36908312,46.44100606,45.8580299
Brooklyn North,BKN02,1,2017,July,17.09107862,30.42880002,53.47372665,37.22318512
Brooklyn North,BKN03,1,2017,July,11.22925052,31.57596893,37.54181013,34.29722691
Brooklyn North,BKN04,1,2017,July,13.92243018,32.851231,54.05461598,42.52294008
Brooklyn North,BKN05,1,2017,July,9.676111322,23.67274762,36.5652056,29.55351161
Brooklyn North,BKN08,1,2017,July,15.22887965,44.38992527,49.0447951,46.51319695
Brooklyn North,BKN09,1,2017,July,11.6429918,30.63583966,38.91052127,33.92805647
Brooklyn North,BKN16,1,2017,July,8.334830826,21.9579958,29.62861548,25.4568712
Brooklyn North,BKN17,1,2017,July,13.13264537,27.77201578,54.1550999,38.26895539
Brooklyn South,BKS06,1,2017,July,28.40540218,43.38694844,82.2010279,54.83058666
Brooklyn South,BKS07,1,2017,July,19.90016649,46.09828355,62.79310398,52.7405897
Brooklyn South,BKS10,1,2017,July,23.93083541,56.41112304,69.69921974,61.69800868
Brooklyn South,BKS11,1,2017,July,17.67540648,47.54262959,57.50597525,51.5067089
Brooklyn South,BKS12,1,2017,July,14.68577419,49.87465038,38.86871195,44.85440315
Brooklyn South,BKS13,1,2017,July,14.27580966,37.5517343,56.47052368,45.66643839
Brooklyn South,BKS14,1,2017,July,14.19646431,31.76160714,54.35756177,39.10079165
Brooklyn South,BKS15,1,2017,July,17.43459082,47.27385876,56.14896482,50.80496422
Brooklyn South,BKS18,1,2017,July,15.10463444,35.26238829,59.72700249,43.93633485
Bronx,BX01,1,2017,July,6.5769888,17.78224166,25.37493503,21.03892255
Bronx,BX02,1,2017,July,12.46856766,29.51804353,53.68850078,39.88530881
Bronx,BX03,1,2017,July,9.755918519,25.39337215,38.94948486,31.20790082
Bronx,BX04,1,2017,July,10.88241653,26.9010537,45.34344542,34.81141987
Bronx,BX05,1,2017,July,11.68494961,25.69786292,52.93061678,37.37861768
Bronx,BX06,1,2017,July,12.24660337,34.60659949,45.2581025,39.17527422
Bronx,BX07,1,2017,July,13.54115661,31.29351448,59.32387211,43.31637985
Bronx,BX08,1,2017,July,20.00307907,41.42668179,78.0661072,53.32719708
