Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Bronx,BX08,4,2019,October,20.94504275,42.70025327,84.77337425,56.02688658
Bronx,BX09,4,2019,October,9.735502904,25.19763013,41.17586747,32.44933696
Bronx,BX10,4,2019,October,20.27725667,37.11184259,88.59486332,54.67756169
Bronx,BX11,4,2019,October,16.43135041,33.22823908,64.47133871,43.88821016
Bronx,BX12,4,2019,October,20.35176861,32.99442825,87.63283741,51.63674825
Manhattan,MN01,4,2019,October,27.19591313,44.60972613,75.68860191,51.74150357
Manhattan,MN02,4,2019,October,27.04909442,40.07152767,85.95575132,50.60073965
Manhattan,MN03,4,2019,October,14.50367303,42.44194992,42.36699624,42.40926273
Manhattan,MN04,4,2019,October,22.82716062,32.79034212,76.48648032,42.81744654
Manhattan,MN05,4,2019,October,20.60642019,32.99663156,63.40283184,39.97404782
Manhattan,MN06,4,2019,October,23.37849164,34.98621457,74.6553443,44.08922739
Manhattan,MN07,4,2019,October,27.0526699,41.23189422,81.25337513,50.41576228
Manhattan,MN08,4,2019,October,26.33841437,41.98264668,80.55296845,50.83351222
Manhattan,MN09,4,2019,October,18.83856355,55.94686834,48.65555864,52.76713852
Manhattan,MN10,4,2019,October,13.66839731,37.32219553,52.72601789,44.03978061
Manhattan,MN11,4,2019,October,11.77393925,41.16952617,30.99209476,36.73116277
Manhattan,MN12,4,2019,October,15.73500175,43.05563022,55.86203401,48.64048475
Queens East,QE07,4,2019,October,20.39033046,46.70696681,73.9778671,56.01164566
Queens East,QE08,4,2019,October,16.59658146,26.37332016,54.56458696,34.13421145
Queens East,QE10,4,2019,October,19.04397633,32.8119964,88.37208102,50.29756976
Queens East,QE11,4,2019,October,24.10178101,50.04854457,85.22057782,61.11769919
Queens East,QE12,4,2019,October,13.71097119,30.84796264,75.68880124,48.6564884
Queens East,QE13,4,2019,October,22.13099166,30.89023012,91.79405069,50.05755554
Queens East,QE14,4,2019,October,13.59939385,31.18697903,48.70852892,37.16523398
Queens West,QW01,4,2019,October,19.37144209,47.54628873,84.92908413,60.30108971
Queens West,QW02,4,2019,October,21.02457941,48.5813909,82.90910596,60.29381553
Queens West,QW03,4,2019,October,14.00715248,29.80168613,70.25071254,43.602668
Queens West,QW04,4,2019,October,14.79318805,33.09914178,71.05511282,46.04950708
Queens West,QW05,4,2019,October,23.30728734,44.403353,95.5922792,61.86872869
Queens West,QW06,4,2019,October,20.40163527,28.47301823,76.86105551,39.57678901
Queens West,QW09,4,2019,October,22.14653776,38.38885268,85.09230506,54.32380976
Staten Island,SI01,4,2019,October,19.95123594,37.74610061,79.02259354,50.73641821
Staten Island,SI02,4,2019,October,19.2634818,41.87421267,77.32166065,53.03004434
Staten Island,SI03,4,2019,October,20.21395787,44.42021749,85.09605281,57.22149933
Brooklyn North,BKN01,3,2019,September,16.34516705,58.37667226,44.12040493,51.90647978
Brooklyn North,BKN02,3,2019,September,20.93239807,36.31940002,58.64603803,42.46579321
Brooklyn North,BKN03,3,2019,September,12.63407719,41.79044087,42.49577209,42.11055473
Brooklyn North,BKN04,3,2019,September,15.79237812,42.55812516,64.76670268,52.63746556
Brooklyn North,BKN05,3,2019,September,10.32089295,28.41511753,41.60315825,34.40049645
Brooklyn North,BKN08,3,2019,September,17.27642653,56.48640254,54.71545211,55.68265848
Brooklyn North,BKN09,3,2019,September,13.80423042,33.46398045,51.84984567,39.73713496
Brooklyn North,BKN16,3,2019,September,9.85162812,26.26464,34.58302162,30.03992907
Brooklyn North,BKN17,3,2019,September,14.04177054,28.98497671,72.14351847,43.71043008
Brooklyn South,BKS06,3,2019,September,29.52577563,47.42800404,84.45762168,57.62204175
Brooklyn South,BKS07,3,2019,September,21.04966498,48.30943966,83.39271516,60.27965729
Brooklyn South,BKS10,3,2019,September,24.22074559,53.76621007,85.6720395,64.65230085
Brooklyn South,BKS11,3,2019,September,18.82127846,45.97471742,71.15625134,54.56651613
Brooklyn South,BKS12,3,2019,September,16.02177074,56.85139777,42.501868,50.33887822
Brooklyn South,BKS13,3,2019,September,14.75965582,42.63969451,50.13573255,45.90870607
Brooklyn South,BKS14,3,2019,September,15.11487877,36.88245669,57.63074456,43.45446318
Brooklyn South,BKS15,3,2019,September,19.74194728,48.81857122,72.2310291,56.80677107
Brooklyn South,BKS18,3,2019,September,15.06474022,31.20913601,70.78239877,43.6634221
Bronx,BX01,3,2019,September,7.145276725,20.63858882,26.50334156,23.19619917
Bronx,BX02,3,2019,September,13.37144735,33.84439796,56.98970306,43.93803269
Bronx,BX03,3,2019,September,9.266521585,26.43631383,35.63858998,30.44941341
Bronx,BX04,3,2019,September,12.06325248,30.25930558,49.98213432,38.86040322
Bronx,BX05,3,2019,September,11.14959337,26.21793632,50.10972341,36.63711078
Bronx,BX06,3,2019,September,14.11399023,38.40724499,44.04417592,40.86550257
Bronx,BX07,3,2019,September,14.51421103,34.59678323,64.62743459,47.69310769
Bronx,BX08,3,2019,September,21.4847425,44.91291016,85.29103566,57.70265477
Bronx,BX09,3,2019,September,9.833029453,26.62915643,40.16944355,32.77440202
Bronx,BX10,3,2019,September,20.65578105,39.50391156,87.5244291,55.88824391
Bronx,BX11,3,2019,September,16.75843749,35.1743684,65.25008804,45.43603594
Bronx,BX12,3,2019,September,20.41998745,33.86309013,87.31456608,52.10043516
Manhattan,MN01,3,2019,September,27.92721144,44.21866502,83.30979898,53.18904314
Manhattan,MN02,3,2019,September,27.14131797,41.81643085,83.1898612,51.31053544
Manhattan,MN03,3,2019,September,14.65500239,45.33022485,42.26820396,43.99488188
Manhattan,MN04,3,2019,September,23.01891727,33.84463439,74.37300975,43.14482128
Manhattan,MN05,3,2019,September,20.88169322,33.88427933,62.74934183,40.50804536
Manhattan,MN06,3,2019,September,23.71737705,35.98969464,74.60916595,44.8518387
Manhattan,MN07,3,2019,September,27.33342749,42.50493215,80.74135854,51.27917756
Manhattan,MN08,3,2019,September,26.85663355,43.81573243,78.54474881,51.7851203
Manhattan,MN09,3,2019,September,18.71280541,59.95254343,48.43252417,54.92867937
Manhattan,MN10,3,2019,September,14.37145925,39.85823372,54.71768605,46.33841981
Manhattan,MN11,3,2019,September,11.6678617,41.86007665,29.69804352,36.55623125
Manhattan,MN12,3,2019,September,16.33251342,45.71224411,56.89526412,50.58914327
Queens East,QE07,3,2019,September,20.30373643,47.66843824,73.76249965,56.57158624
Queens East,QE08,3,2019,September,17.18117813,27.38307601,54.03431262,34.72000597
Queens East,QE10,3,2019,September,19.5161991,34.77885494,89.79978832,52.0947495
Queens East,QE11,3,2019,September,24.40048288,52.2722419,87.08163569,63.22726856
Queens East,QE12,3,2019,September,13.97942908,31.71223073,76.77569467,49.60917207
Queens East,QE13,3,2019,September,22.93121417,30.93809699,93.02981599,50.47927146
Queens East,QE14,3,2019,September,14.49300346,32.10933361,52.55253707,39.08444044
Queens West,QW01,3,2019,September,19.96517947,50.28674915,85.05454371,62.14932645
Queens West,QW02,3,2019,September,21.67725686,50.68328688,84.77362329,62.31471924
Queens West,QW03,3,2019,September,14.5930252,33.22661121,68.98279956,45.42642295
Queens West,QW04,3,2019,September,15.28413252,35.29218039,71.29974766,47.57776121
Queens West,QW05,3,2019,September,23.84171465,47.65540794,96.90686481,64.45972991
Queens West,QW06,3,2019,September,20.89847618,29.46167731,77.74144172,40.54060234
Queens West,QW09,3,2019,September,22.38147164,40.12729438,88.48065195,56.62518989
Staten Island,SI01,3,2019,September,20.36626995,38.92637711,80.45167222,51.9949964
Staten Island,SI02,3,2019,September,19.45434908,42.30704054,79.84231933,54.11994319
Staten Island,SI03,3,2019,September,20.66459345,45.87830696,87.17867394,58.87613807
Brooklyn North,BKN01,10,2018,April,15.86705504,48.3362597,48.01012443,48.20365647
Brooklyn North,BKN02,10,2018,April,20.32963694,35.71879256,58.68755627,42.50670527
Brooklyn North,BKN03,10,2018,April,12.34060227,34.26717284,45.19272093,38.70938772
Brooklyn North,BKN04,10,2018,April,15.58620225,35.30540954,68.71652701,48.89002442
Brooklyn North,BKN05,10,2018,April,10.29565149,23.71296129,44.82005613,32.2948878
Brooklyn North,BKN08,10,2018,April,16.68806364,44.7891631,60.08500333,51.00829357
Brooklyn North,BKN09,10,2018,April,12.89160114,34.58680388,47.02486044,39.31119338
Brooklyn North,BKN16,10,2018,April,9.294853743,20.70392375,35.88226795,26.87528155
Brooklyn North,BKN17,10,2018,April,13.8633348,29.82786564,62.59617291,42.27436368
Brooklyn South,BKS06,10,2018,April,29.10578007,48.78848222,83.48666224,59.04276583
Brooklyn South,BKS07,10,2018,April,22.73274979,46.30559943,73.00089138,56.44536332
Brooklyn South,BKS10,10,2018,April,23.742385,56.26730975,80.80318312,65.58685431
Brooklyn South,BKS11,10,2018,April,19.09790811,46.75862796,65.8323192,54.00345323
Brooklyn South,BKS12,10,2018,April,15.55494127,46.15867972,48.2445264,47.00676341
Brooklyn South,BKS13,10,2018,April,14.54842272,41.63752145,51.60479399,45.99046645
Brooklyn South,BKS14,10,2018,April,15.3493578,38.75027469,56.8471538,44.95442939
Brooklyn South,BKS15,10,2018,April,19.74343703,49.31469231,66.40236231,55.80516035
Brooklyn South,BKS18,10,2018,April,15.60096401,40.97663717,75.55265029,53.27067407
Bronx,BX01,10,2018,April,6.924251525,20.56643019,26.11778168,22.99083743
Bronx,BX02,10,2018,April,13.35686731,34.94276444,57.65323872,44.86096875
Bronx,BX03,10,2018,April,9.923324878,27.29858912,41.10670186,33.32892039
Bronx,BX04,10,2018,April,11.62202902,29.80645474,50.41725224,38.80768025
Bronx,BX05,10,2018,April,11.30430658,27.08766202,51.02893758,37.54338652
Bronx,BX06,10,2018,April,13.75053254,36.45972849,46.88981217,41.01479413
Bronx,BX07,10,2018,April,14.16069803,34.70160084,64.14618329,47.56075036
Bronx,BX08,10,2018,April,20.94752113,45.39962359,82.14827744,57.9981679
Bronx,BX09,10,2018,April,9.820251913,22.1802079,43.38947852,30.80367802
Bronx,BX10,10,2018,April,19.96876377,42.77331094,71.52786709,53.69525218
Bronx,BX11,10,2018,April,16.5928176,35.97207283,57.9692551,44.32733768
Bronx,BX12,10,2018,April,20.36905023,35.79634329,79.47313687,52.38624894
Manhattan,MN01,10,2018,April,27.24260046,45.89376234,76.64736491,53.30056496
Manhattan,MN02,10,2018,April,26.19270909,39.66391111,87.33988893,51.14635636
Manhattan,MN03,10,2018,April,14.69995565,43.19600686,46.2488752,44.52926708
Manhattan,MN04,10,2018,April,22.45813262,33.26602213,78.35134979,44.12452635
Manhattan,MN05,10,2018,April,20.65095853,33.74504437,64.0152092,41.0354142
Manhattan,MN06,10,2018,April,22.62017079,34.29449574,75.00041593,44.09824852
Manhattan,MN07,10,2018,April,27.38244717,42.84339141,84.87901803,52.96739522
Manhattan,MN08,10,2018,April,26.63352295,42.98714199,82.91038452,52.602392
Manhattan,MN09,10,2018,April,18.25240949,55.49926642,51.31100643,53.67015366
Manhattan,MN10,10,2018,April,14.6443499,39.0495783,55.07325646,46.04749969
Manhattan,MN11,10,2018,April,11.33566711,42.07240063,32.91346559,38.07247585
Manhattan,MN12,10,2018,April,16.16259345,45.08209712,58.89121384,51.11286685
Queens East,QE07,10,2018,April,21.34993282,49.02007422,69.67146877,56.86416393
Queens East,QE08,10,2018,April,17.47931463,30.4966605,52.79318989,37.08590915
Queens East,QE10,10,2018,April,19.43559873,45.39225686,91.19541154,61.6782778
Queens East,QE11,10,2018,April,26.22849988,63.55339767,97.21517728,75.52236469
Queens East,QE12,10,2018,April,14.02832672,36.93235862,67.66673156,51.04219348
Queens East,QE13,10,2018,April,17.72375327,41.19466757,95.54311277,60.51909889
Queens East,QE14,10,2018,April,13.49362119,32.67113629,42.7309957,36.49220704
Queens West,QW01,10,2018,April,19.78110357,49.90310632,77.32747739,60.31979883
Queens West,QW02,10,2018,April,21.8800161,52.31006258,77.15242217,61.74602085
Queens West,QW03,10,2018,April,14.42952608,32.90841636,62.11193189,44.00088738
Queens West,QW04,10,2018,April,15.23234931,35.43988567,64.42391423,46.4489882
Queens West,QW05,10,2018,April,23.67936451,49.37884188,88.22185215,64.1327151
Queens West,QW06,10,2018,April,21.03892118,30.25610302,78.21352738,41.80633281
Queens West,QW09,10,2018,April,22.50071309,42.35651217,77.27225914,55.61867956
Staten Island,SI01,10,2018,April,19.86911714,48.70656911,81.14760981,60.2414835
Staten Island,SI02,10,2018,April,19.70268136,53.60607409,82.48762461,63.87535663
Staten Island,SI03,10,2018,April,19.92323753,55.75099524,86.62912121,66.7301911
Brooklyn North,BKN01,2,2018,August,16.24376218,48.46737851,45.59399759,47.15671494
Brooklyn North,BKN02,2,2018,August,20.1292439,36.78409548,53.0860756,41.59044322
Brooklyn North,BKN03,2,2018,August,11.95455629,32.99235405,40.70962886,36.51251071
Brooklyn North,BKN04,2,2018,August,14.72592075,33.17945634,59.04337761,44.97702179
Brooklyn North,BKN05,2,2018,August,9.550995122,22.18101729,37.50604269,29.17137225
Brooklyn North,BKN08,2,2018,August,15.45316583,44.74369997,50.12478816,47.19822879
Brooklyn North,BKN09,2,2018,August,12.41342866,32.94353369,41.06083586,36.17313453
Brooklyn North,BKN16,2,2018,August,9.297282128,21.92114513,30.24478071,25.71788711
Brooklyn North,BKN17,2,2018,August,13.48216357,28.47318593,55.65386778,39.28746278
Brooklyn South,BKS06,2,2018,August,27.73117168,45.06137461,75.60307104,54.06604842
Brooklyn South,BKS07,2,2018,August,23.91833766,62.58977311,61.13468535,62.01084275
Brooklyn South,BKS10,2,2018,August,23.60481309,54.72728783,68.91288545,60.37125883
Brooklyn South,BKS11,2,2018,August,20.14116419,45.94897092,58.05528183,50.76566384
Brooklyn South,BKS12,2,2018,August,15.87837428,49.08180027,39.83778135,44.86523476
Brooklyn South,BKS13,2,2018,August,14.24123015,37.58640431,48.00410663,42.05479654
Brooklyn South,BKS14,2,2018,August,13.58272806,31.51563952,49.6644895,37.41040081
Brooklyn South,BKS15,2,2018,August,19.37409071,47.09938485,54.21502911,49.93045978
Brooklyn South,BKS18,2,2018,August,14.71888367,32.98375045,60.71042731,42.81426367
Bronx,BX01,2,2018,August,6.594070457,17.00298529,26.53984655,21.09356453
Bronx,BX02,2,2018,August,12.70272673,28.94443324,56.19855429,40.63435288
Bronx,BX03,2,2018,August,8.578339432,21.12765048,35.84667812,27.44098012
Bronx,BX04,2,2018,August,11.31791436,25.74956001,50.12447096,36.20452018
Bronx,BX05,2,2018,August,11.08927257,23.82483813,50.98189598,35.47312513
Bronx,BX06,2,2018,August,12.5612846,36.31267624,45.33346037,40.18189812
Bronx,BX07,2,2018,August,13.94699679,30.87537979,62.90730426,44.61460925
Bronx,BX08,2,2018,August,19.58529959,39.70750848,77.979208,52.13818773
Bronx,BX09,2,2018,August,9.657541756,22.68720604,37.61593641,29.49679504
Bronx,BX10,2,2018,August,20.35028659,42.25767821,65.65106616,51.56511851
Bronx,BX11,2,2018,August,17.17939281,35.72728595,51.80116332,42.12253979
Bronx,BX12,2,2018,August,16.50716233,33.49993463,70.20189574,48.10240747
Manhattan,MN01,2,2018,August,25.31123956,40.9451787,66.44643769,47.81384899
Manhattan,MN02,2,2018,August,23.91236437,36.63244167,73.14123808,46.46595166
Manhattan,MN03,2,2018,August,13.23433141,40.36741928,43.90754797,41.88586193
Manhattan,MN04,2,2018,August,21.43860362,31.12856076,70.28260554,41.67455867
Manhattan,MN05,2,2018,August,17.70971559,27.49561787,53.22585766,34.42596329
Manhattan,MN06,2,2018,August,21.29610282,31.3228537,66.1016696,40.69039981
Manhattan,MN07,2,2018,August,25.19483056,39.66694033,71.54386406,48.25287246
Manhattan,MN08,2,2018,August,24.7456884,39.64260057,69.01194202,47.55312464
Manhattan,MN09,2,2018,August,17.15316326,54.43062756,50.55213751,52.76705393
Manhattan,MN10,2,2018,August,13.97511554,34.96184786,56.00300422,43.98688398
Manhattan,MN11,2,2018,August,11.2897114,37.68496727,34.02308708,36.1143026
Manhattan,MN12,2,2018,August,15.06211234,41.40964417,57.19819586,48.18171729
Queens East,QE07,2,2018,August,17.48157081,46.31839148,57.93906445,50.94186544
Queens East,QE08,2,2018,August,15.73750086,26.73538953,52.30857483,34.27518655
Queens East,QE10,2,2018,August,20.03664068,34.97055069,81.06103166,51.31196386
Queens East,QE11,2,2018,August,26.37283272,54.59056495,76.90503765,62.50217729
Queens East,QE12,2,2018,August,13.75226674,31.82309026,59.55850813,45.1753633
Queens East,QE13,2,2018,August,16.93695865,30.60873428,83.2315639,49.26619636
Queens East,QE14,2,2018,August,11.24609795,27.71478056,40.42436305,32.7714949
Queens West,QW01,2,2018,August,19.35957019,47.7651478,69.50428285,56.41441666
Queens West,QW02,2,2018,August,19.45142852,48.60677303,68.90334541,56.68209483
Queens West,QW03,2,2018,August,14.04916545,29.37629134,58.43990854,40.93972468
Queens West,QW04,2,2018,August,14.69128936,33.95587032,56.21215256,42.81089461
Queens West,QW05,2,2018,August,23.58650191,44.60480864,84.10672367,60.32128874
Queens West,QW06,2,2018,August,20.61434542,29.93145341,67.58122531,40.07228096
Queens West,QW09,2,2018,August,17.74125357,37.57926717,73.06687414,51.69858944
Staten Island,SI01,2,2018,August,19.85648692,38.72630633,73.54484211,51.07124322
Staten Island,SI02,2,2018,August,18.57857005,43.41922909,72.9150343,53.87698803
Staten Island,SI03,2,2018,August,19.87131384,45.99374093,79.29758767,57.80164374
Brooklyn North,BKN01,6,2018,December,16.32897212,51.37312405,47.41527464,49.75166095
Brooklyn North,BKN02,6,2018,December,21.90651328,38.02475309,57.79052021,43.63848346
Brooklyn North,BKN03,6,2018,December,12.63902906,36.96824096,44.34238101,39.9892998
Brooklyn North,BKN04,6,2018,December,15.4712173,36.84616919,66.39107673,48.95021161
Brooklyn North,BKN05,6,2018,December,10.7297247,26.65631,44.45554023,33.94834967
Brooklyn North,BKN08,6,2018,December,17.24005314,49.26042387,56.87449601,52.37977877
Brooklyn North,BKN09,6,2018,December,13.70356676,32.95404262,47.80229527,38.35923644
Brooklyn North,BKN16,6,2018,December,10.08464621,24.23744331,36.24854299,29.15818506
Brooklyn North,BKN17,6,2018,December,15.0181977,30.27716952,62.5877927,42.03917176
Brooklyn South,BKS06,6,2018,December,31.18971463,49.78164862,81.91400945,58.90764959
Brooklyn South,BKS07,6,2018,December,24.20427428,46.63169699,70.8746216,55.45682339
Brooklyn South,BKS10,6,2018,December,26.35702695,59.13982184,78.58214166,66.21738912
Brooklyn South,BKS11,6,2018,December,21.06651246,47.71444876,64.14204131,53.69456803
Brooklyn South,BKS12,6,2018,December,16.73782131,50.78205412,47.71529724,49.52565637
Brooklyn South,BKS13,6,2018,December,15.54558517,45.49869683,50.54552705,47.769956
Brooklyn South,BKS14,6,2018,December,15.57816775,33.224243,52.01071941,39.10002046
Brooklyn South,BKS15,6,2018,December,22.33654064,51.27683144,62.35760244,55.31055288
Brooklyn South,BKS18,6,2018,December,17.31043477,34.02221301,67.74872777,44.80062819
Bronx,BX01,6,2018,December,7.206032277,20.99445309,25.88358907,23.19474405
Bronx,BX02,6,2018,December,13.15178331,35.27589091,50.95685325,42.33290055
Bronx,BX03,6,2018,December,9.72746054,29.26242737,33.81378558,31.31070592
Bronx,BX04,6,2018,December,11.36674966,30.78133431,43.68229797,36.58724232
Bronx,BX05,6,2018,December,11.29287477,29.677989,44.50225581,36.34945414
Bronx,BX06,6,2018,December,13.23787989,35.81393034,41.57962901,38.40870674
Bronx,BX07,6,2018,December,14.32523442,36.97765059,57.27010153,46.10999966
Bronx,BX08,6,2018,December,21.87571505,41.64287058,74.15340694,51.81107203
Bronx,BX09,6,2018,December,10.29083094,25.16088722,43.22076623,32.55971023
Bronx,BX10,6,2018,December,21.93963652,47.72801956,66.86682188,54.69509768
Bronx,BX11,6,2018,December,17.84250674,36.13472053,53.22768292,42.35705368
Bronx,BX12,6,2018,December,22.06072971,36.82680611,74.41435208,50.50976101
Manhattan,MN01,6,2018,December,27.96019306,46.34100082,69.4827406,52.29615578
Manhattan,MN02,6,2018,December,27.25809108,41.09552748,79.72512731,51.03623441
Manhattan,MN03,6,2018,December,14.55452072,45.80144309,41.42722801,43.83288546
Manhattan,MN04,6,2018,December,23.28792569,34.56659392,73.11018561,44.48516804
Manhattan,MN05,6,2018,December,20.82955289,32.63313284,60.44132321,39.78912389
Manhattan,MN06,6,2018,December,23.62134172,35.52729961,69.34329958,44.22930395
Manhattan,MN07,6,2018,December,28.26971043,44.68123569,75.10175406,52.50946739
Manhattan,MN08,6,2018,December,27.43102996,44.35597373,74.26697597,52.05308964
Manhattan,MN09,6,2018,December,19.29401521,58.52177469,47.60557296,53.60908253
Manhattan,MN10,6,2018,December,15.71408734,44.44733151,51.51921734,47.62994016
Manhattan,MN11,6,2018,December,11.43806737,42.5325334,29.83194016,36.81679945
Manhattan,MN12,6,2018,December,16.88820215,49.33916758,56.13417144,52.39716917
Queens East,QE07,6,2018,December,22.97398444,49.52880281,62.05692328,54.08940135
Queens East,QE08,6,2018,December,21.32670907,30.29834816,54.24991315,37.1008986
Queens East,QE10,6,2018,December,22.02599258,38.38640713,79.1371152,51.40963391
Queens East,QE11,6,2018,December,29.33092988,50.97320992,73.43462452,58.15149246
Queens East,QE12,6,2018,December,15.46982176,36.0603636,69.27969905,49.96778625
Queens East,QE13,6,2018,December,19.18215016,32.56048663,83.26133227,48.76360658
Queens East,QE14,6,2018,December,15.47083953,33.72998758,43.8309466,37.40702909
Queens West,QW01,6,2018,December,20.97414998,50.03587993,73.8671871,58.71116566
Queens West,QW02,6,2018,December,23.70734045,52.81577319,75.5227784,61.08178046
Queens West,QW03,6,2018,December,16.09032858,33.65880628,64.92415161,45.04029712
Queens West,QW04,6,2018,December,16.78784637,37.6643021,63.2900047,46.99279972
Queens West,QW05,6,2018,December,26.65302032,50.22307114,87.61762653,63.83577188
Queens West,QW06,6,2018,December,22.66685189,33.96471167,70.23690374,43.29877759
Queens West,QW09,6,2018,December,26.11522409,44.54788748,77.99677652,56.72425145
Staten Island,SI01,6,2018,December,22.17154982,40.38790533,71.05287042,50.18790178
Staten Island,SI02,6,2018,December,21.67324515,45.39406918,70.97410936,53.56901092
Staten Island,SI03,6,2018,December,22.98465391,50.33499596,74.63215343,58.09995041
Brooklyn North,BKN01,8,2018,February,15.33224289,46.93794487,46.82357705,46.89109034
Brooklyn North,BKN02,8,2018,February,19.85884333,32.37337692,59.02269206,39.94212287
Brooklyn North,BKN03,8,2018,February,12.42989943,34.70058063,45.99478676,39.32762338
Brooklyn North,BKN04,8,2018,February,15.55264663,36.16226133,68.00540132,49.20785021
Brooklyn North,BKN05,8,2018,February,10.45495329,24.9240258,44.82956874,33.0789857
Brooklyn North,BKN08,8,2018,February,17.24335313,47.96694786,60.65994818,53.16705262
Brooklyn North,BKN09,8,2018,February,13.27555839,32.18673937,45.85161252,37.1611488
Brooklyn North,BKN16,8,2018,February,9.568223688,22.91990387,35.25456364,27.97320265
Brooklyn North,BKN17,8,2018,February,14.24738131,27.65247126,61.24600631,39.88149056
Brooklyn South,BKS06,8,2018,February,29.75466425,47.11773931,83.29526034,57.39261745
Brooklyn South,BKS07,8,2018,February,23.2979974,43.60551662,73.11993519,54.34961943
Brooklyn South,BKS10,8,2018,February,24.57222644,54.18456909,80.2071734,63.65755042
Brooklyn South,BKS11,8,2018,February,20.36344615,44.64657494,65.62509094,52.2833621
Brooklyn South,BKS12,8,2018,February,15.86805849,50.4164172,45.88565815,48.56024284
Brooklyn South,BKS13,8,2018,February,15.12157419,44.44945492,48.99329535,46.49435019
Brooklyn South,BKS14,8,2018,February,15.55191935,33.42796672,52.17923993,39.2927338
Brooklyn South,BKS15,8,2018,February,20.53466089,47.44044181,63.58912078,53.31902846
Brooklyn South,BKS18,8,2018,February,16.33828215,31.90584769,64.38187492,42.28462852
Bronx,BX01,8,2018,February,6.971690041,20.14358097,25.24730472,22.44044432
Bronx,BX02,8,2018,February,13.12857823,32.76908196,53.85430612,42.25820812
Bronx,BX03,8,2018,February,9.52420774,25.68182923,36.73569823,30.65647673
Bronx,BX04,8,2018,February,11.69590001,29.86098493,47.16118252,37.64670997
Bronx,BX05,8,2018,February,11.09734233,27.39709733,45.89109258,35.72007521
Bronx,BX06,8,2018,February,14.14573758,38.62712692,44.06957501,41.07642867
Bronx,BX07,8,2018,February,14.25444434,35.65173269,58.38411558,45.88214085
Bronx,BX08,8,2018,February,20.5557041,38.88592803,77.54358545,50.97674203
Bronx,BX09,8,2018,February,9.851868905,23.24964723,42.58462113,31.17085477
Bronx,BX10,8,2018,February,20.09681547,41.8849866,69.4399424,51.91578824
Bronx,BX11,8,2018,February,16.48220027,34.25302423,55.48682363,41.98274194
Bronx,BX12,8,2018,February,20.09348401,33.60442063,74.53616167,48.50475935
Manhattan,MN01,8,2018,February,26.40423279,43.28740295,67.51368662,49.52164786
Manhattan,MN02,8,2018,February,25.59965178,37.48074255,78.13080987,47.94138433
Manhattan,MN03,8,2018,February,14.33111169,42.480417,43.69916434,43.02889811
Manhattan,MN04,8,2018,February,21.98359635,31.43011066,72.3349619,41.95631699
Manhattan,MN05,8,2018,February,20.32012323,31.44032112,60.10221411,38.81599883
Manhattan,MN06,8,2018,February,23.1263787,33.30771405,71.55412252,43.14981284
Manhattan,MN07,8,2018,February,27.3227107,41.67603966,77.2395158,50.82772892
Manhattan,MN08,8,2018,February,26.16986721,40.66983313,75.73711915,49.69383584
Manhattan,MN09,8,2018,February,18.19426022,53.57062372,49.5129415,51.74451752
Manhattan,MN10,8,2018,February,14.66421489,38.21192116,51.93261531,44.38673803
Manhattan,MN11,8,2018,February,10.9255313,38.36460056,31.25951466,35.16705065
Manhattan,MN12,8,2018,February,16.44551431,45.37723387,56.06984572,50.18930236
Queens East,QE07,8,2018,February,22.23651579,48.37422333,67.82734037,55.45572111
Queens East,QE08,8,2018,February,21.85561468,34.013023,66.59636634,43.26710876
Queens East,QE10,8,2018,February,21.26525,34.1960019,86.4691707,50.90160934
Queens East,QE11,8,2018,February,28.5716833,52.76353958,90.06753137,64.68525501
Queens East,QE12,8,2018,February,16.88609785,36.75393015,79.24351029,54.542382
Queens East,QE13,8,2018,February,20.14854878,31.97467502,95.09193473,52.14586777
Queens East,QE14,8,2018,February,16.0668616,33.85278319,52.14301394,40.51095669
Queens West,QW01,8,2018,February,23.21894962,52.45471907,86.90287088,64.99484361
Queens West,QW02,8,2018,February,22.78283203,50.47876754,74.07782545,59.06950782
Queens West,QW03,8,2018,February,14.97932628,30.31886781,62.21604098,41.93036227
Queens West,QW04,8,2018,February,15.59122338,33.21669398,61.85864714,43.64319412
Queens West,QW05,8,2018,February,24.48402636,45.4407582,87.16145813,60.6283008
Queens West,QW06,8,2018,February,21.88583502,31.88454774,69.75257177,41.62927538
Queens West,QW09,8,2018,February,24.50796624,40.75461132,78.03219931,54.32473255
Staten Island,SI01,8,2018,February,19.37242753,37.34461708,70.9973683,48.0994587
Staten Island,SI02,8,2018,February,21.16520455,42.36205906,74.27255936,52.56010719
Staten Island,SI03,8,2018,February,21.64153679,44.22550696,77.99856563,55.01879677
Brooklyn North,BKN01,7,2018,January,15.91659359,46.97353521,46.95939817,46.96774351
Brooklyn North,BKN02,7,2018,January,22.01418297,35.43039845,59.63856111,42.3058259
Brooklyn North,BKN03,7,2018,January,13.16858896,36.38547282,47.22175636,40.82491253
Brooklyn North,BKN04,7,2018,January,16.30470506,36.67018228,69.17036863,49.9849518
Brooklyn North,BKN05,7,2018,January,11.36657519,26.59595824,47.83385384,35.2967602
